Text ID;Comment;Target;HS Level;;;;;;;;;
lrytas_sql_573;cia jus atsilikeliai, paziurejot kazkoki filma ir tikit, kad patys amerikonai susiprogdino tuos dangoraizius - aisku kiekvienam savaip tiket ir niekad neissiaiskinsim kaip istikro buvo, bet manyt, kad patys susiprogdino tai cia tikrai kvaila. Jei viskas del naftos tai tikrai buvo galima lengviau paimt, tarkim kaip Irake, o ne nuzudyt tiek savu.. tu kiauliu musulmonu negaila, galejo ir isnaikint ten juos, tikrai niekas nebutu supykes. As manau tuoj Palestina pataps laisva ir vel prasides puldinejimai, tai cia pries prezidento rinkimus reitingus pasikelt;Muslims (Islam);Level 3;;;;;;;;;
lrytas_sql_573;mus baigia uzsnigti o cia supisti musulmonai svarbiau;Muslims (Islam);Level 1;;;;;;;;;
lrytas_sql_573;pagaliau muslimu kiaule numire ir atejo muslimu kiaulems galas, tikiuosi visus musulmonus issaudys kaip ir sita kiaule.;Muslims (Islam);Level 3;;;;;;;;;
lrytas_sql_573;visgi Alachui nusibodo saugoti savo kareivi, dabar jis rojuje pisas su devyniom nekaltom mergelem pazadetom uz dzihada :);Muslims (Islam);Level 1;;;;;;;;;
lrytas_sql_573;tik gailai kad tokiu kaip sitas binladenas pas musulmonus milijonai.;Muslims (Islam);Level 1;;;;;;;;;
lrytas_sql_578;o tu lietuvaiciu, kurios musulmonu nori, snukiai dar baisesni nei tie musulmonai.. Paziurek i sitas merguzeles, paskui i veidrodi ir suprasi, kad lygiai tokia pat esi..;Muslims (Islam);Level 1;;;;;;;;;
lrytas_sql_615;Mane vadinate debilu. Atsakykite i paprasta klausima! KODEL ILLUMINATI bei MASONAI taip intensyviai tiki i LUCIFERI kuris nusileido pavidalu i zeme kaip SATANAS ir i jo SATANIZMA???????? Atsakykite kodel musu krikscioniu religija iskreipta ir paversta kaip SATANISTINE, nes geriame kristaus krauja??? ATSAKYKYTE!!!! Neuresite atsakymu, nes butent taip ir yra. O jie intensyviai visus aplink aukoja savais metodais tam savo SATANUI!!!!;Catholics;Level 1;;;;;;;;;
lrytas_sql_615;apsisikeliai musulmonai, man jie panasus i lojancius mazus apsimyzusius sunis, gaus ko ir nusipelne.;Muslims (Islam);Level 2;;;;;;;;;
lrytas_sql_636;PAGARBA šiai moteriai.. :) ji nuostabi, kad taip myli ir aukoja komfortą dėl šių mielų kačiukų. O tie žvėrys, kurie tyčiojasi iš jos keistuole vadina, tai jie nieko verti! Geriau jau būti keistuole, nei tokia KAIP visi kiti, avinų banda. Ir dar kunigai.. dabar jau iš vis jie yra niekas;Catholics;Level 1;;;;;;;;;
lrytas_sql_655;Žurnalistė teisingai parašė. Kvaila laikyti rimtais dalykais bažnyčiose juodaskvernių sekamas pasakas.;Catholics;Level 1;;;;;;;;;
lrytas_sql_655;"Nu man patinka autore sakydama, kad reikia burtis i grupes, kurios galetu diskutuoti su religiju atstovais, tuo tarpu pacame straipsnyje kunigus vadindama kretinais arba tais, kuriu aplinkoje gausu pedofilu. Tai nepanasu i straipsni, kuriuo norima sukelti diskusija, o labiau panasu i ""geru"" dedziu uzsakyta juodinimo kompanija.";Catholics;Level 2;;;;;;;;;
lrytas_sql_655;"tarp kataliku tikejimo ir UAB lietuvos kataliku baznycios darosi labai didele propersa.tu gali buti labiausiai tikintis ir vakscioti kasdien i baznycia bet jei neturesi pinigu laidotuvems ,kataliku kunigai isskyrus vienetus)taves uz dyka nelaidos,o jei busi nuzudes zmogu,gyvenime nejes i baznycia,ir dar priedo savizudis,ir gerai atseikes pinigu uz tavo laidotuves,tai net keli kunigai sakys ilgiausius pamokslus ,palydes iki kapo duobesir dar ilgai verkslens koks ""geras""zmogus mire.Taip pas mus mieste buvo ,kaip nuo narkotiku perdozavimo mire vienas reketininkas,anksciau reketaves zmones,prisidejes prie keliu zmoniu mirties ir iskilmingai kunigu palaidotas,kaip kokia izymybe";Catholics;Level 1;;;;;;;;;
lrytas_sql_655;Aciu Monikai uz drasa rasant si straipsni,nors vienas zmogus isdryso parasyti tiesa apie ,,aveliu'' ganytojus.Monika ,nekreipk demesio i priesiskus komentarus as manau tu to ir tikejaisi juk reikia suprasti,kad visi blaiviai mastyti negali,visada buvo ir bus fanatiku ir bukaprociu kurie apart kunigo sutanos nieko nemato.Tolie individai visada pateisins kunigus paleistuvius.turto vergus,smeizikus ir pedofilus ,nekalbant apie begalini nora kistis i politika.;Catholics;Level 1;;;;;;;;;
lrytas_sql_655;"Sunku susilaikyt neatrasius i tavo ""kas tau leido nuspresti, kad pasaulis perpopuliuotas"". Taip. Kai nebeliks vandens ir maisto ir gryno oro tikesimes, kad gausim manos iš dangaus. Religija ir privede prie dabartiniu aktualiausiu pasaulio ekologiniu ir socialiniu problemu.Išeik iš bažnyčios marazmo ir pažiūrėk kas vyksta pasaulyje. Prifarširuotos tavo smegenys Amerikietiškų nesamonių apie tai kaip viskas gerai. Ne, viskas gerai nera. Ir jeigu nori kad tavo anukai turetu ka gert ateiti tai pradek skaityti naujesnes knygas. Senoji literatura nera bloga, bet tai tik bendram isprusimui o tiesmukam tikėjimui . Juk toli gražu ne ne visi Aristotelio pamastymai yra teisingi ir tai reikia atsijoti (pvz. aristotelis mane, kad pauksciai ne i pietus skrenda o hibernuoja pelkese)... Del to USA ir siaures koreja nepasirase IUCN bioivairoves konvencijos Rio.";Catholics;Level 1;;;;;;;;;
lrytas_sql_657;Svedai taippat yra pasiurpe nuo imigrantu, bet ten dau musulmonu ivaziuoja , nenorinciu integruotis, o tik isnaudojantys ju socialine sistema.;Muslims (Islam);Level 1;;;;;;;;;
lrytas_sql_666;nieko keisto.ko kitko rusai galejo tiketis,remdami islamo teroristus?juk tiem debilam bet koks krikscionis-priesas.ar tai amerikonas,ar vokietis ar rusas...;Muslims (Islam);Level 1;;;;;;;;;
lrytas_sql_666;Daugiau laizykit siknas musulmonam,daugiau girdesite pries sprogima alach akbar;Muslims (Islam);Level 1;;;;;;;;;
lrytas_sql_681;o kaip senovei zmones gydesi,nunesdavo i baznycia kiausiniu kunigas papisdavo prota kad retai aina i baznycia liebdava sukalbet kelias maldas ir pasveikdava o jei ne tai ant kalniuka pakasdava hi hi hi.o dabar ant zmogaus dafiga valdzios visiem kiausiniu neuztenka tai zmogui lieka tik ant kalniuka vieta issipirkt kol yra vietos.;Catholics;Level 1;;;;;;;;;
lrytas_sql_710;"Vikiukų paviešinti ""diplomatinio"" susirašinėjimo dokumentai tik paliudijo viešai numanomą faktą - popieriai prasti, ponai. O vieniems ponams jie nepatogūs, nes liudija, jog demokratija pasauliui peršama kaip kažkada katalikybė - kardu ir ugnimi. Kitiems - dėl trigubų ar net keturgubų standartų kvailinant vieni kitus bei, svarbiausia, pilkąją masę - paprastus žmones. Dar kitiems - dėl paviešintos tiesos Apie tariamą ES, NATO vienybę. Juk dingsta trapios mažųjų iliuzijos - JAV, NATO 'mums padės"". Be to, išryškėja varganas ir apgailėtinas mažųjų ""prezidentėlių"" vaidmuo - amsėti ir laižyti... Taip, niekam nepatogūs tie vikiukai. Net žmonėms, neturintiems pakankamai proto ir žinių, kad suvokti baisiai nepatogią tiesą - demokratija nuo autokratijos niekuo nesiskiria, pasaulį valdo mažutės grupelės interesai.";Catholics;Level 1;;;;;;;;;
lrytas_sql_750;TIKRASIS KATALIKU KRIKSCIONIU VEIDAS , IR NEREIK VISOKIU LIA, LIA, LIA , TEN MASAZUS PRIIMINEJA IR VISA KATALIKU CHERARHIJA.;Catholics;Level 1;;;;;;;;;
lrytas_sql_750;kokie jie krikščionys p-dari;Catholics;Level 1;;;;;;;;;
lrytas_sql_750;"Juk visa Lietuva seniai PRASIPISUSI. Nuo teisėjų iki kunigų, nuo politikų iki nepilnamečių... Juk ir šis lryto puslapis perpildytas ""sekso naujienų"". Ir taip - kiekvieną mielą dienelę:)";Catholics;Level 1;;;;;;;;;
lrytas_sql_767;LABAI GERAS KATALIKIŠKAI LIETUVIŠKAS ŠUKIS!!!! PRIPAŽINKIM KLAIDAS, VAIDINKIM, KAD ATGAILAUJAME IR DARYKIME VISKĄ TĄ PATI TOLIAU....;Catholics;Level 1;;;;;;;;;
lrytas_sql_773;mahomedas buvo gaidys ir pis a mas per sikna, zinokit visi;Muslims (Islam);Level 1;;;;;;;;;
lrytas_sql_776;"kad musu dauguma apsauginiu yra tupi kaimieciai tai jokia cia naujiena. vien i snukius paziurejus matosi kiek ten intelekto :) bet paskaicius komentarus tai atsiskleidzia visas musu tevynainiu mentalitetas: nepriimti jokios kritikos, vietoj to, kad pagalvoti ir pasistengti, kad daugiau tokiu komentaru jokios komandos apie musu sali neberasytu. nebereikalo pagoniu krastas.. visur paskutiniai ;) na bet ka padarysi, vistiek sergam uz saviskius :)";Pagans ;Level 1;;;;;;;;;
lrytas_sql_778;DIEVAS sutvėrė žmones laimei, o šėtonas apipiaustymu žydus padarė prapulčiai. Zurofas ir popiežius su savo komandom tą prapultį tik greitina.;Jews ;Level 1;;;;;;;;;
lrytas_sql_779;Mano galva, tai nereikia į juos dėmesio kreipti, į šituos šunsnukius.... dar jis čia gąsdina iš bažnyčios... katalikai sušikti... tie vietiniai lenkai nei lenkiškai, nei lietuviškai nemoka, nu ir rusiškai šiaip sau kalba... šašas koks tai Lietuvos...;Catholics;Level 2;;;;;;;;;
lrytas_sql_791;Str. devizas primena religinių manipuliatorių spaudimus: aukokit kuo daugiau, kuo daugiau sėsit, tuo daugiau pjaus...im.;Religious people;Level 1;;;;;;;;;
lrytas_sql_792;Jus labai klystate, sukileliu palaikymo komanda dabar labai uzimta. 20-ta ramadano diena,vienok... jie dauzo galvas y betonke, skaito tik korana ir palaiko nato ir demokratija komentarais.;Muslims (Islam);Level 1;;;;;;;;;
lrytas_sql_792;religinis karas tarp krikščioniškojo pasaulio ir islamiškojo vykstantis jau tūkstančius metų tik pasireiškiantis vis kitokiomis formomis. Ar gi religija nėra blogis?;General;Level 1;;;;;;;;;
lrytas_sql_794;Bončkutė parašė gana švelniai , nes turėjo pareikalauti bausmės kunigam, kurie žmonėms vietoj DIEVO bruka apipiaustytą žydą. Juk tie apgavikai gadina žmonėm gyvenimą.;Catholics;Level 1;;;;;;;;;
lrytas_sql_794;DAUG PUIKIŲ IR TEISINGŲ MINČIŲ,TIK RELIGINIAMS FANATIKAM TO NEĮRODYSI.DAUG SIAUBINGŲ DALYKŲ VYKSTA DVASI NINKŲ GYVENIME.JIE YRA DAUG DAUGIAU NUSIDĖJĘ DIEVUI IR ŽMONĖMS NEI JŲ KEIKIAMI ATEISTAI.MAN BAISU,KAI IŠSILAVINĘ ŽMONĖS,MOKSLININKAI IR POLITIKAI VAIDINA TIKINTYS RELIGINĖMIS PASAKOMIS,KURIOS NAUDOJAMOS TAM TIKRO SLUOKSNIO GERAM IR SOČIAM GYVENIMUI SUKURTI.BŪK ŠVARUS SAVYJE,BŪK DORAS KITŲ ATŽVILGIU IR NEREIKĖS BIJOTI KAŽKIENO SUKURTO DIEVO.JEI NORI,MEDITUOK AR MELSKIS EIDAMAS GATVE,MEGZDAMAS KOJINĘ.ĖJIMAS Į BA-ŽNYČIA TAPO TOKIU PAT POPULIARIU,KAIP ĖJIMAS SOVIETINIAIS LAIKAIS Į DEMONSTRACIJAS.O DVASININKIJAI TAIP PATOGU.PATYS ATEINA,PATYS PINIGĖLIUS ATNEŠA.;Religious people;Level 1;;;;;;;;;
lrytas_sql_794;Kunigams kuo daugiau avinuku, tuo saldziau. Klausyti ju melu, tai kaip tiketi raganom. Tos pacios monetos dvi puses. AS vis turiu slapta vilti, kad Lietuvoje be keletu sesias klases baigusiu, tikinciu bibline ir baznytine apgaule telike trupiniai.;Catholics;Level 1;;;;;;;;;
lrytas_sql_794;"kok katalikosai neatsakot i mano komentara 521, jei atsako kada tai tik panasiais grasinimais tipo oj bedievi tau atsirugs... bet realiai paneigti kad baznycia realiai gyvena viduramziu pasakom ir savo aiskinimus atnaujina pagal mokslo pasiekimus, nors kazkiek metu atgal teige prieisngai, negali niekas. jei negali remtis savo ziniom tik gali apsimetineti, kad ""tipo tai jo mes irgi visa laika tai zinojom"" ir ""zinom dar daugiau (kol priesingai neirode mokslas)"" tai ko vertos jos paistaliones???";Catholics;Level 1;;;;;;;;;
lrytas_sql_794;Religija, baznycia , kunigas ir panasus meslas turetu dingti is zmonijos gyvenimu, nes jau XXI amzius. Manau , kad per sekancius 10metu , mano norai issipildys...;Catholics;Level 3;;;;;;;;;
lrytas_sql_794;Turiu issilavinima ir nemazai patirties - grizciau i Lietuva ekonomikos kelti. Bet kokia prasme, kai ten valdo kunigai, davatkos ir nevisprociai? Lietuvoje tavo protas ir darbai nulio verti - esi tiek vertas, kiek vaiku pagamini, vodkos padarai ir sugebi apsimesti sventeiva.;Catholics;Level 1;;;;;;;;;
lrytas_sql_794;Na o jus paskaitete gabalais(turbut neypac dideliais) ta savo knyga (nesiginciju - stora) ir manotes, kad viska zinote. Ai tiesa, nezinote - jus TIKITE, jums gi net stengtis suzinoti ar galvoti nebutina - juk Biblijoj viskas parasyta. O kas neparasyta, tai kunigelis gali paaiskinti, jis juk irgi tiki (gal), o kai jis neranda atsakymo i klausima, jis gali aukstesnes valdzios paklausti. O vatikane esantis popiezius ir tiesiogiai turi rysio kanala su dievu. Tas tai jau tikrai pasakys, ar pavyzdziui, prezervatyvas gerai ar blogai, dirbtinis apvaisinimas gerai ar blogai, grazia moteri reik deginti ar kaip. Butu juokinga, jei nebutu graudu, kai tokiu m... nesamonem maitinami vaikai mokyklose, tempiami i kvailas miseles.;Catholics;Level 1;;;;;;;;;
lrytas_sql_794;Sugrius šėtonišku melu ramstoma apipiaustyto žydo bažnyčia, žmonės atsikvėps laisviau.;Catholics;Level 3;;;;;;;;;
lrytas_sql_794;"ir padeka autorei,taciau tamsuoliu tusciagalviu itikineti neverta.Tai ne religija,o auksciausios prabos veidmainyste - popiezius apmoka savo keliones pinigais,skirtais vargstantiems remti!Vien uz vieno savo paradinio ""kostiumo"" ir papuosalu kaina galetu pamaitinti kelis Afrikos kaimus.O seimos koncepcija,o dirbtinis apvaisinimas - kodel reikia klausyti tu,kurie apie tai neismano?O kad ju seimos nenormalios ir apvaisinimas is baimes trunka sekundes,tai jau cia ne musu problema.";Catholics;Level 1;;;;;;;;;
lrytas_sql_800;O man Didzioji Britanija ir visa Europos sajunga vis labiau primena Romos imperija paskutiniais gyvavimo metais... Dar vienas patvirtinimas, kad istorija kartojasi. Išlepusi ir ištižusi visuomene nebenori nei mastyti, nei dirbti, nei kariuoti, dirba ir kariauja tik samdyti legionieriai (šiais laikais imigrantai). Europieciai su tolerancijos ir politinio korektiškumo propagandos prikimštom smegenim, nebesugeba nei realiai suvokti situacijos, nei kažką pakeisti. Net policija nebegali nieko padaryti prieš kelis šimtus riaušininkų ir tik bejėgiškai stebi degančius miestus, mat dauguma riaušininkų juodaodžiai ir musulmonai...;Muslims (Islam);Level 1;;;;;;;;;
lrytas_sql_802;Krykscionys, katalikai dar didesnis blogis nei nacistai!!! Ateidami i Lietuva kiekvienam nenorinciam priimti tikejimo nukirsdavo galva, ant lauzu degindavo, o vienu is inkvizicijos zenklu, - zmogu ant kryziaus prikalta, spygliuota viela ant galvos , naudoja iki siol savo religinems apeigoms. Tai vadinasi reikia pirmoje eileje drausti tokius simbolius !!! Kubilius, vienas is sadistu krykscioniu, nieko Lietuvai gero nepadares, tik kenkia ir kenkia.;Catholics;Level 2;;;;;;;;;
lrytas_sql_806;O koks tau skirtumas ar žydų mitus tau pasakos vedęs ar nevedęs kunigėlis arba homoseksualas?;Catholics;Level 1;;;;;;;;;
lrytas_sql_806;O Lietuvoje visi kunigai yra heteroseksualūs?;Catholics;Level 1;;;;;;;;;
lrytas_sql_806;taciau kowno miestelyje anei vieno piedziuko kunigielio nu nera;Catholics;Level 1;;;;;;;;;
lrytas_sql_806;"Jeigu pries stojan i kunigu seminarijas jiems nupjauti ""bybius"",ar daug ju sutiktu tarnauti Dievui ? Yra taip ,kaip yra....";Catholics;Level 1;;;;;;;;;
lrytas_sql_806;"Ne taip pasakei, jiems neuzdraude moteru pamyleti, jie paprasciausiai jau nuo gimimo yra homoseksualai ir tai buvo nuo seno. Tik dabar pradejo kilt viskas i viesuma. Ar pastebejot , kad berniuku chorai kataliku baznycioj labai populiarus? Tai ka, mergaites giedot nemoka? Moka, bet ""tiems"" nezinau net kaip juos pavadinti mergaites neidomu. Kiekvienas auges, sveikas zmogus nori sekso ir tai yra normalu ir sveika, o tai, kad jie aiskina atsidave dievui, tai sitas pasakas kazkada seke musu mociutems, bet dabar jau gana, zmones atako. Tikiu i dieva, bet ne baznycia, te atleidzia man viespats.";Catholics;Level 2;;;;;;;;;
lrytas_sql_806;slykstynes issigimeliai pseudo kunigai sutepe krykscionybe ir jos vertybes... velniai avinelio kailiuose.;Catholics;Level 2;;;;;;;;;
lrytas_sql_806;Lietuvoj irgi tas pats darosi, gerai žinantys situaciją pasakojo, kokios orgijos vyksta kunigų seminarijoje, labai sudėtinga ten išgyventi nebūnant pediku ... normalių telikusi mažuma ir juos pačius paskui po didžiausias skyles išmėto, jei užpakaliuko neatsuka aukštesnio rango kunigams ....;Catholics;Level 1;;;;;;;;;
lrytas_sql_806;Vatikano kunigeliai - tai senas patentuotas ...agrastu lizdas su savo senom tradicijom agrastai buna zali raudoni kaip ir ju kepureles!Zmones atsibuskit kas jums Dievo vardu kalba ir atseit jam tarnauja!Iskrypeliu sekta tiksliau lizdas!;Catholics;Level 2;;;;;;;;;
lrytas_sql_806;KAS GALI PANEIGT KAD : LIETUVAI IR PASAULIUI GINKLU PRIMESTA UAB RELIGIJA SAVO ASMENINIU PAVYZDŽIU PARODO KAIP REIK GYVENT ELGTIS IR T.T. - VIENA KALBĖT ANTRA GALVOT TREČIA DARYT !!! PAGIEDOKIT !!!;General;Level 1;;;;;;;;;
lrytas_sql_811;taip, man tai net tie zurnalistai taip kalbedami atrodo kaip psichiniai ligoniai. krikscionis fundamentalistas yra ne muslimas fundamentalistas. Korane zudyt kvietimu ir leidimu yra, NT - ne. tegu isikala i galvas tie pridurkai.;Muslims (Islam);Level 1;;;;;;;;;
lrytas_sql_811;AR TIESA KAD : KORANAS IR BIBLIJA EUROPAI YRA - SMEGENŲ PIKTŽOLES VIRUSAI AMARAI IR T.T. KURIU PASEKMES EUROPAI TOKIOS KOKIOS YRA IR NE KIEK NE KITOKIOS !!! PAGIEDOKIT !!!;Catholics;Level 1;;;;;;;;;
lrytas_sql_811;AR TIESA KAD : KORANAS IR BIBLIJA EUROPAI YRA - SMEGENŲ PIKTŽOLES VIRUSAI AMARAI IR T.T. KURIU PASEKMES EUROPAI TOKIOS KOKIOS YRA IR NE KIEK NE KITOKIOS !!! PAGIEDOKIT !!!;Muslims (Islam);Level 1;;;;;;;;;
lrytas_sql_811;KAS GALI PANEIGT KAD : ARABZYDISKU - KIAULESNUKINIU PARSINIU PUSZYDISKU TIKĖJIMU - RELIGIJŲ KNYGU BIBLIJOS IR KORANO ĮKYRUS CHAMISKAS NAGLAS SĄMONINGAS PRIEVARTINIS IR T.T. BRUKIMAS I EUROPOS VALDŽIOS SVETIMO JĖGOS STRUKTŪRAS EUROPIECIU ASMENINI GYVENIMA NUO MAŽENS IR T.T. YRA EUROPOS SALIU RAMAUS GYVENIMO SĄMONINGAS PER AMŽIUS SUSIKLOSČIUSIOS SISTEMOS IŠBALANSAVIMAS SUKELENTIS REALIA GRĖSME EUROPOS SAUGUMUI RELIGINIU VIRUSU BIBLIJOS IR KORANO TURINIAIS UZKRESTU FANATIKU PAGALBA - NE PASLAPTIS KAM TAI NAUDINGA !!! PAGIEDOKIT !!!;Catholics;Level 1;;;;;;;;;
lrytas_sql_811;KAS GALI PANEIGT KAD : ARABZYDISKU - KIAULESNUKINIU PARSINIU PUSZYDISKU TIKĖJIMU - RELIGIJŲ KNYGU BIBLIJOS IR KORANO ĮKYRUS CHAMISKAS NAGLAS SĄMONINGAS PRIEVARTINIS IR T.T. BRUKIMAS I EUROPOS VALDŽIOS SVETIMO JĖGOS STRUKTŪRAS EUROPIECIU ASMENINI GYVENIMA NUO MAŽENS IR T.T. YRA EUROPOS SALIU RAMAUS GYVENIMO SĄMONINGAS PER AMŽIUS SUSIKLOSČIUSIOS SISTEMOS IŠBALANSAVIMAS SUKELENTIS REALIA GRĖSME EUROPOS SAUGUMUI RELIGINIU VIRUSU BIBLIJOS IR KORANO TURINIAIS UZKRESTU FANATIKU PAGALBA - NE PASLAPTIS KAM TAI NAUDINGA !!! PAGIEDOKIT !!!;Muslims (Islam);Level 1;;;;;;;;;
lrytas_sql_812;Matyt,žmogui jau stogas pavažiavo:jau ir Lietuvos bažnyčia skatina terorizmą,žemina moteris ir t.t.,Degutinė kraštutinių radikalų globėja...;Catholics;Level 1;;;;;;;;;
lrytas_sql_815;Vis per tą sušiktą religiją;General;Level 1;;;;;;;;;
lrytas_sql_815;bet ar pastebejot kaip krikscionims knietiejo pripaisyt kad tai musulmonu darbas.. fui.parazitai;Catholics;Level 1;;;;;;;;;
lrytas_sql_815;Vokieciai jau atsibudo ir suprato, kad ju visi istatymai apie integravimasi yra nesamone. Gal ir Norvegai supras, kad yra netoleruotini dalykai ir juos reikia apriboti, arba drausti. Tai liecia laisva ginklu pirkima, visokias nacistines, religines radikalistines organizacijas, bei iskrypeliskus judejimus. pagaliau, pacia emigracija reikia koreguoti, kaip daroma Kanadoje. Ir nematau nieko blogo, jei musulmonams atvirai butu pareiksta, kad jie Europoje nepageidautini. Tik, va, kai islenda toks durnelis, kaip sitas norvegas - nereiketu abejoti, kad mirties bausme yra butina. Dabar gi vozosis su juo visas burys tardytoju, kaltintoju, gyneju ir net psichologu. Ar ne paprasciau butu, ginant ne jo, zudiko teises, o visu zuvusiu auku teises, pakarti viesai Oslo gatveje. Deja, deja...Esame labai humaniski, tolerantiski ir jis yra taip pat zmogus...Nors as tuo abejoju!;Muslims (Islam);Level 1;;;;;;;;;
