text,Americans,Arabs,Belorussians,Caucasians,Central-Asian,Chinese,Dark-skinned,Indian,Japanese,Jews,Koreans,Latvians-Estonians,Lithuanians,Mexicans,NA,Other,Other-African,Other-Asians,Other-European,Palestinians,Poles,Roma,Russians,Ukrainians,Canadians
Amerika - amerikiečiam - tai visai kita prasmė. Amerikietis gali būti ir lietuvis ir žydas ir lenkas ir airis.,0.0,,,,,,,,,0.0,,,0.0,,,,,,0.0,,0.0,,,,
"Amerika be abejonių taipogi nėra šventieji,tačiau,Jūsų žiniai, kad ir kur jie kariavo, teisūs buvo ar ne, jie neokupuodavo tų kraštų.Baigus kariavimus ,jie išsinešdindavo. Amerikiečių taipogi negalima būtų kaltinti indėnų žemių užgrobimu, nes iki tol tokios tautos kaip kad Amerika nebuvo . Naujosios Žemės [ kaip tada ta teritorija vadinos] kolonizaciją vykdė anglosaksai, prancūzai, ispanai ,portugalai ,olandai bei visi tie europiečiai, kurie tuo laiku turėjo gerus laivynus bei reikalingas tam pajėgas.Taigi tik po ilgų kolonizavimo metų tos teritorijos įgavo formas bei pavadinimus ir sukurtos šalys multitautiniu pagrindu.Taigi ,kol tapo amerikiečiais daug vandens ir kraujo nutekėjo, gal tai ir nėra labai jau nekalta,tačiau pagal tų laikų įpročius bei papročius toks barbarizmas buvo norma. Pasaulis jau seniai nusistovėjęs,tačiau Rusijai viduramžių bei naujųjų laikų papročiai nėra svetimi. Jie ir toliau ieško visokių pretekstų ,kad tik kaip nors sukelti pasaulį įtampas. Labai jau populiarus pretekstas rusakalbių žmonių ""gelbėjimas "" ,net jei jie yra kitų šalių piliečiai ,to pasekoje netgi galimos intervencijos į kaimynines šalis bei teritorijų okupacijos. Man kažkodėl neteko girdėti,kad amerikiečiai bandytų tokiais būdais gelbėti angliakalbius žmones,net jei jie ir nėra Amerikos piliečiai",0.0,,,,,,,,,,,,,,,0.0,,,0.0,,,,0.0,,
Amerika kariauja pastoviai. Ir ką tu nori pasakyti apie Amerikos politiką?,,,,,,,,,,,,,,,0.0,,,,,,,,,,
Amerika privalo apgikluoti Ukrainos armija naujaisiai ginklais kol dar nevelu,,,,,,,,,,,,,,,0.0,,,,,,,,,,
"Amerika siuncia nigerius ir muslimus i Europa. Turkija muslimus - i Europa. Tai kodel Baltarusija negali atsikratyti savo brudu ir issiusti i Lietuva. Cigaretem kaip humanitarine pagalba Lietuvos ubagams. Viskas normalu, o Ozio anulelis geriau uzsiciauptu ir nekalbetu nesamoniu. Europa PRIVALO PRIIMTI .",,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,
"Amerikoje tikrai visi norintys gali lengvai susirasti darbą ir šitas straipsnis - visiška nesąmonė, o atvykėliai juodaodžiai niekada, kaip ir čigonai, nedirba ir nedirbs. Net nuotraukoje ką gi matome, o gi tuos pačius...?",,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,
Amerikonai prie visko prisedada ale gereciai bet visur pridirba reikalu,1.0,,,,,,,,,,,,,,,,,,,,,,,,
"Amerikonai tik pjudyt moka, ir jie labiausia nori sito. Karoooo!!!",1.0,,,,,,,,,,,,,,,,,,,,,,,,
Amerikonais tiketi negalima kai nustos kirsinti ir Putinas pasitrauks man taip atrodo,1.0,,,,,,,,,,,,,,,,,,,,,,,,
Amerikonas karo kurstytojas ir pralobti is kitu,1.0,,,,,,,,,,,,,,,,,,,,,,,,
"Amerikos švabomasonams nepatinka, kad neteko galimybių finansuoti ir išlaikyti Gruzijoje homogender ir kitokias iškreiptų vertybių ideologijas diegiančius savo statytinius ir išlaikytinius. Jei nori, Amerikos bidenai, hilarės ir sorošai ir toliau gali finansuoti sau pavaldžias struktūras, tačiau dabar po naujai priimto Gruzijos užsienio agentų įstatymo priėmimo tą galima daryti tik viešai, deklaruojant iš užsienio gautas lėšas. Ir būtent tas viešumas švabomasonams nepatinka baisiai. Jie nenori kad kas nors matytų kokias organizacijas jie finasuoja, kokią bjaurastį bando įdiegti. Nei vienas nusikaltėlis nenori, kad jo juodi darbai būtų apšviesti.
Pagarba Gruzinams už tai, kad drąsiai gina savo šalį. Atsitraukti Gruzinams nėra kur, už jų stiovi jų šalis, jų vaikai. Jei Gruzinai atsitrauktų, tai švabomasonų taikiniu taptų pirmiausia jų vaikai ir jaunimas.
Palaikau Gruzinus ir jų drąsą bei tikėjimą 100 procentų.",1.0,,,,,,,,,,,,,,,,,,,,,,,,
"Amerikosai priprate prisidirbt iš nešt autus , pradedant nuo Vietnamo kur gavo juodai į skudurus ir t.t 🙂",1.0,,,,,,,,,,,,,,,,,,,,,,,,
"Amierikieciai KVAILIAI! Jie toliau savo amerikos nieko nezino, todel nieko nuostabaus...",1.0,,,,,,,,,,,,,,,,,,,,,,,,
Amputuoti visas galūnes,,,,,,,,,,,,,,,1.0,,,,,,,,,,
"Anglai nedirbo fabrikuos nedirba ir nedirbs,tegul pats Cameronas stoja prie linijos greitukes minimaliai padirbet,paskui prisijungs ir anglu alkoholikai padirbet uz 12 svaru per valanda o Cameronas uzsidejes melyna berete svabruos uz minimuma,o supervaizorius bus litvakas ar poliakas......sudomum gumorum",,,,,,,,,,,,,1.0,,,,,,,,,,,,
Anglai visada buvo apgailetini kiaules🤢🤢🖕,,,,,,,,,,,,,,,,,,,1.0,,,,,,
Ant kebabu paleido😂😂😂,,,,,,,,,,,,,,,1.0,,,,,,,,,,
Ant sakos sita kiaule,,,,,,,,,,,,,,,1.0,,,,,,,,,,
"Antis čia, ir šaltinis - Turner Radio Network"" atitinkamo lygio. O ir video pagal tarimą akivazdžiai amerikietis pasakoja kad bombonešiais skrenda virš jo namų (over my home).""",0.0,,,,,,,,,,,,,,,,,,,,,,,,
"Apglebem lietuviska meile suteikdami pilietybe,o dbr mus padulkins amerikietisku stiliumi",1.0,,,,,,,,,,,,,,,,,,,,,,,,
Apie ką sapnuojate? Kokia opozicija? Tai negrų gaujo iš gero gyvenimo užsinorėjo dar daugiau materialinių vertybių ir pradėjo lyginti turtingesnius su jais pačiais - veltėdžiais - tai vagys ir plėšikai.,,,,,,,1.0,,,,,,,,,,,,,,,,,,
"Aplamai, lietuviai fiziškai sutverti praktiškai bet kuriai sporto šakai, tik reikia atkaklumo siekiant rezultato.",,,,,,,,,,,,,0.0,,,,,,,,,,,,
"Apsidraude, nes butu nr. 2 muse is barsciu.",,,,,,,,,,,,,,,0.0,,,,,,,,,,
Apsiks viska kaip europoi asiko,,,,,,,,,,,,,,,1.0,,,,,,,,,,
Apsišiko ukrų naciai,,,,,,,,,,,,,,,,,,,,,,,,1.0,
"Apšviekite, prašau mane, neduokite kvaileliu numirti, - šitas klounas irgi norėtų su rusais kariauti iki paskutinio lietuvio, kaip kad Zelia Ukrainoje kariauja iki paskutinio ukrainco.. ?  Jei ne, tai apie ką šitos blevyzgos '""reikia ginkluotis"" ir nesibaigiantis lojimas į Rusijos pusę, tikintis rusus išprovokuoti.. .?",,,,,,,,,,,,,,,,,,,,,,,,1.0,
Ar America pries pries Rusija😊,,,,,,,,,,,,,,,0.0,,,,,,,,,,
"Ar JAV toleruotų tokį „anakondos žiedą“?"" Patiko Jūsų klausimas.""",,,,,,,,,,,,,,,0.0,,,,,,,,,,
Ar cia balandzio 1 d. pokstas???,,,,,,,,,,,,,,,0.0,,,,,,,,,,
"Ar cia ta pati grybauskaite,kuriai pries kelis metus buvo zapodlo sedeti salia obamos ir vakarienei su juo pasiunte Kubiliu,ar cia salia grybauskaites glaudzis kitas negras",,,,,,,1.0,,,,,,,,,,,,,,,,,,
"Ar dar mažai Lietuvoje problemų ? Kam reikėjo to suknežinto tanko, ką čia norėjo parodyti...tik žmones suerzino.Lietuviai, būkite stiprūs ir nesivelkite į kompliktus.",,,,,,,,,,,,,0.0,,,,,,,,,,,,
Ar dar nenusibodo trolinti?,,,,,,,,,,,,,,,0.0,,,,,,,,,,
"Ar gali pasakyti bent vieną valstybę, kurioje nėra vienijančios valstybinės kalbos, atimančios žmonėms prigimtinę teisę į tautinės savimonės apsisprendimą""?""",,,,,,,,,,,,,,,0.0,,,,,,,,,,
Ar jus suprantate ukrainiečiai visi fronte kur jus matėte nors vieną,,,,,,,,,,,,,,,,,,,,,,,,0.0,
"Ar kas masto apie koncepcija, ar tik pinigus renka, o po to skundziasi ju trukumu? Vien dainos tekstas ipareigoja Vilija buti moteriska, gundancia, fataliska, o ne raganaite kaimietuke.",,,,,,,,,,,,,,,0.0,,,,,,,,,,
Ar ne lenku tautybes vyrai?,,,,,,,,,,,,,,,,,,,,,0.0,,,,
"Ar ne tavo osvoboditeliai prievartavo o po to žudė savo aukas, žudydavo visus iš eilės nuo senio lyg vaiko. Apie jų žiaurumus yra ne viena knyga parašyta. Taip kad švieskis žmogau",,,,,,,,,,,,,,,,,,,,,,,1.0,,
"Ar pagalvojot, kad jeigu jau britai išsimėš visas šiukšles, kiek jų sugrįš į Lietuvą?",,,,,,,,,,,,,1.0,,,,,,,,,,,,
Ar pats senai susirgai ?,,,,,,,,,,,,,,,0.0,,,,,,,,,,
Ar sinot nors viena JevroPiderSojuzo teritorija is kurios butu deportuoti soc parazitai? Tai planingas baltuju naikinimas. Taip kad lituviai bus SUNAIKINTI nes jus neimat ginklu ir nekovojat uz savo TEVYNE. Tokie vergai bus ispjauti.,,,,,,,,,,,,,,,1.0,,,,,,,,,,
Ar tai taip pat patikima CŽV žvalgybos informacija kai ir apie Irako branduolinį ginklą. Jei tokia pat tai miegokime ramiai,,,,,,,,,,,,,,,0.0,,,,,,,,,,
Ar tamstai negeda sitaip kalbeti tokiais zodziais Lietuviu kalboje nera tokio zodzio Vatnikas kokia mokykla baigete,,,,,,,,,,,,,0.0,,,,,,,,,,,,
"Ar vieno rusu tanko Lietuvoje maza,kam idomu vaziuokite i Skuodo raj.Orvidu sodyba ten tai yra ka paziureti o cia pargabenta metalo lauzo kruva.Visus sovietinius eksponatus griaunam naikinam o cia velkam kazkoki slamsta ,ar norim provokaciju ar pasireklamuoti",,,,,,,,,,,,,,,,,,,,,,,0.0,,
"Ar yra nors viena šalis pasaulyje kur gyvena labai patenkinti visi 100 procentų žmonių?Galiu lažintis iš savo gyvybės kad ir Švedijoje ar Norvegijoje gyvena daug žmonių kurie keikia savo valdžią ir pasakoja kaip pas juos blogai.Visur žmonės gyvena su didesnėmis ar mažesnėmis problemomis.Yra milijonai žmonių gyvenančių daug blogiau nei mes Lietuvoje ar Baltarusijoje.Tarp mūsų skirtumas tik tas kad mes jau praėjome tai ką dar reikės praeiti Baltarusiams,nes pas juos privatizacija dar tik numatoma.Tu sakai kad pensininkai labai blogai gyvena .Yra ir labai blogai gyvenančių ,bet yra ir labai gerai gyvenančių.Na dar gali kartais pasiskaityti kriminalinėje kronikoje kiek telefoniniai sukčiai išvilioja pinigų ir būtent iš pensininkų ""kurie nieko neturi""ir ""gyvena pusbadžiu"".Reikia dabar tikėtis kad kaimynai baltarusiai be smurto susitvarkys gyvenimą ,nes ir mums tai labai svarbu ,kad kaimynai gyventų gerai ir ramiai.Palinkėkime jiems stiprybės ir sėkmės.",,,0.0,,,,,,,,,,,,,,,,,,,,,,
"Ar čia prezidentui derėtų tokiais reikalais užsiimti.Manau ,kad Jus išrinkom ne tokiam darbui.",,,,,,,,,,,,,,,0.0,,,,,,,,,,
Ar žydui kada gana turto? 🙂,,,,,,,,,,1.0,,,,,,,,,,,,,,,
Arabai yra laukiniai.,,1.0,,,,,,,,,,,,,,,,,,,,,,,
Arabu artizanai NE teroristai. Teroristai yra zydai.,,,,,,,,,,1.0,,,,,,,,,,,,,,,
"Arogancija,pastovus konfliktai cigonu tiek futbole tiek krepsinyje uzkniso juodai-o patys vakarieciai Rytu Europos zmones laiko antrarusemis bezdzionemis ir aborigenu negerbia ir izeidineja-jau vien ka reiskia cigono Fernandeso sauksmas komunystaibroliams Maciams-labai gerai kad cigonas gavo I slyva,labai gerai kad parase cigonu spauda tegu zino kad cia zmones moka atsakyti I izeidimus-o Ispanija su savo 35 proc bedarbiu ir ubagynu tegali didziuotis savo superklubais-kur bedarbiai cigonai gali uz pasalpa nusipirkti bilieta ir ateiti parekauti I varzybas",,,,,,,,,,,,,,,,,,,,,,1.0,,,
"Artėja geg. 9-oji. Kiekvienas kareivis peržengęs Rusjos sieną turėtų atsisakyti ordinų ir medalių. Juk aišku, kiek jie ten moterų ir vaikų nekaltų išprievartavo ir nužudė",,,,,,,,,,,,,,,,,,,,,,,1.0,,
"Artūras Paulauskas, mano nuomone, geriausias kandidatas! P.S. Artūrai, laukiu iš taves 10 Lt už šitą reklamą. Patarių apmokėti labai nedelsiant, jei nenori problemų su VRK. P.P.S. Nebijok, ateityje gausi iš manęs ir daugiau reklamos, vos tik susimokėsi už šią. Ačiū",,,,,,,,,,,,,,,0.0,,,,,,,,,,
As apie komentarus😊😊,,,,,,,,,,,,,,,0.0,,,,,,,,,,
"As gal truputi patikslinciau si komentara. Jusu minima tauta kaip minimum gime (ir tai, tiksliau, saviidentifikavo - nors ir tuo nebuciau tikras, nes ukrainieciai - labai sena tauta) pries mazdaug 100 metu, ir jau patyre ir kancios, ir kovos. Ko gero, dabar vyksta viso to, ka Jus minite, galutinis itvirtinimas. O stai butent rytuose vyksta Jusu minimu procesu pradzia. Butent ten, manau, dabar gimsta (jeigu visko nenukirs okupante Rusija) nauja tauta, kuri ilgainiui taip pat nenores buti tapatinama su Rusijos rusais. Irodymai tam - praktiskai nedalyvavimas ir nepalaikymas separatistiniu judejimu"". Jeigu daugiamilijoniame regione i ""judejimus"" susirenka nuo poros simtu iki poros tukstanciu zmoniu didziuliuose miestuose (net neimant domen tu ""aktyvistu"" pilietybes), tai is esmes kalba apie tai, kad rytai absoliuciai nepalaiko jokio atsiskyrimo nuo Ukrainos. Ir cia jau is tiesu yra naujos nacijos gimimo pradzia arba bent prielaidos.""",,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
"As ji vadinciau partizanu , kadangi kovojo uz ukrainos laisve.",,,,,,,,,,,,,,,0.0,,,,,,,,,,
"As kaip ir visi viska noriu turet:)) Tu turbut nekitaip,bet dirbti ar mano vaikams arti uz kazkoki musulmomna nesinoretu.Juk verksim po to,hm.Del misriu santuoku nieko pries neturiu kaip cia lietuvaites dauguma isivaizduoja.. meilej neisakysi:) lietuva palikim lietuviams! musu zemeje , noreciau matyt juodziu tik su krepsinio kamuoliu arba babaju gyditoja.O kita chlama sluoti nuo lietuvos pavirsiaus.",,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,
"As labiau pasitikiu A.Cekuoliu,sakiusiam,kad Rusijoje uzsienio kapitalas valdo 10%dirbamos zemes,o ju produkcija sudaro 30% Rusijos derliaus.Kalbeti apie besikapstancius it vistas isbadejusius personas,auginancius kopusta ar agurka,kad sutaupytu vodkai,kaip apie dideli pasiekima-absurdas.Japonai,turedami 10%dirbamos zemes,maisto neisiveza.Rusija,turedama 30% pasaulio juodzemio atsargu-isiveza,tik paduok.Tokie rasinukai pirmokams gal ir tiktu,bet galvojanciam,sukelia tik sypsenele.",,,,,,,,,0.0,,,,,,,,,,,,,,,,
"As manau tegul geriau jau rusai atvaziuoja i Lietuva gyvent . Bijokim visokiu musulmonu babaju , vot jeigu jie jau cia prades vaziuot tada jau tikrai bus baisu .",,1.0,,,,,,,,,,,,,,,,,,,,,,,
"As nesuprantu,kai kas sako,kad tragiskas sitas pusfinalis. Geresnio buvo naivu ir tiketis. Dainos patiko,grazios beveik visos. Visas desimtukas gerai isrinktas,tik va salia portugalu ir baltarusiu galejo but latviai ir estai,nes man ju dainos patiko,bet gaila...",,,0.0,,,,,,,,,0.0,,,,,,,,,,,,,
"As perskaiciau visas J.Baltusio knygas. Tai buvo mano paauglystes atokvepis. Visada stebejausi sio zmogaus didingumu ir placia pasauleziura. Jis tikrai perprato to meto Lietuvos kaimo dvasia. J. Baltusio pagarba ir palankumas Lietuvos zydams nusipelno mano didziausio ivertinimo. Jau dvidesimt metu gyvenu Amerikoje, bet man sviesiaplaukei melynakei paauglei is lietuvio ir zydes seimos, sis zmogus visada isliks gerio ir tolerancijos simboliu. Noriu pabrezti, kad tais laikais ( 70-80 metais, o gal ir dabar, tokiu zmoniu buvo vienetai). Amzinatilsi Juozui Baltusiui.",,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,
"As rusisku kanalu neziuriu ir manes visai nejaudina, kad ir kiti nematys. Gal maziau prie tv bus - protas prasvieses.",,,,,,,,,,,,,,,0.0,,,,,,,,,,
"As sergu uz savo sali - Lietuva. Na, jei rusams reikalingi kiti karo zidiniai tegul juos renkasi, as ju gal ir neginsiu, bet gal ir ginsiu.",,,,,,,,,,,,,,,,,,,,,,,0.0,,
"As siandien parasiau prasyma nutraukti GALA. Tai jie pasake, kad jie nepriciom. O jei as atsisakysiu - man reikes susimoketi bauda - nes pasirasydamas sutarti gavau nuolaida. Tai vat ja reikes grazinti. Sutarem, laukti iki sutarties galo, kad nutraukti ja be skausmu. Zodziu laukiu ir ziurau kokia tarelka pirkti.",,,,,,,,,,,,,,,0.0,,,,,,,,,,
"As tai didziuociausi tokia idomia savo seimos istorija. Kiek egzotikos - probobute juodaode.! Net sunku patiketi, kad 21 amziuje tiek problemu kelia susisuke vaiko plaukuciai ar ne visai lietuviski veido bruozai :) Na, o jei del tokiu baimiu labai sunku gyventi, vaziuokite i platu pasauli - ten jau seniai niekuo nebesistebima.",,,,,,,0.0,,,,,,,,,,,,,,,,,,
As tai perbrauksiu biuleteny visas pavardes ir juodom raidem parasysiu Rolandas Paksas.,,,,,,,,,,,,,,,0.0,,,,,,,,,,
"As tai siulyciau visiems zmogaus teisiu aktyvistams pakelti savo uodegas nuo patogiu kedziu ir eiti vietoje apginti tuos, i kuriu namus (Sic ! privacius butus !) tie vargseliai nuskriaustieji verziasi, viska lauzo, grobia, jau nekalabant apie privacius verslus. Turkai patys savo jegomis savo gatves uzbarikadavo nuo tu nuskriaustuju... Noreciau paziureti, ka tokie demokratijos gynejai pagiedotu, jei ju vieninteli seimos versla ir pajamu saltini ateje negrai isgrobtu, isdauzytu, isdegtintu. Dabar gi, kai asmeniskai neliecia, tai galima ir apie demokratija papostringauti ir pasaulio teisuolius vaidinti. O kaip tie, kurie is tikruju sioje situacijoje lieka nuskriausti, ir ziauriai nuskriausti ?",,,,,,,1.0,,,,,,,,,,,,,,,,,,
"As tai turbut keliausiu vienas, nes nera su kuo. Ka galit pasiulyti? pazintine ar poilsine geriau? biudzetas 1500lt, kukliai.",,,,,,,,,,,,,,,0.0,,,,,,,,,,
As tai uz Paulauska,,,,,,,,,,,,,,,0.0,,,,,,,,,,
"As taip pat nesuprantu kaip rusams tiek daug tasku nukeliauja? Ypac siumete daina, tokia pieva, jei rusai gaus kiek balsu, tai bus tik musu ""teiseju"" nekaltas sprendimas",,,,,,,,,,,,,,,,,,,,,,,0.0,,
"As tik karui prasidejus visur rashinejau jog Vilniaus centre niekas nebekalba lietuviskai, visi man gyde, jog cia tipo ukrainieciai. Kai tuo tarpu rusiskai kalbancios pindos su lv tasem nershia po kavines. Tai paskui paaiskejo jog belarusai varo per siena kiaurai ir ruskiai, nuo mobilizacijos begantys. Is pradziu prieme IT, paskui, kiek suprantu, visus kitus.",,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,
"As uz Lietuva ir pasisekima. Nieko blogo nenoriu sakyt, nu bet kad per daug maivosi ir issidirbineja sita panele, kazkoks visiskas konkretaus ivaizdzio neturejimas. Plius vargiai ji cia ka sugebes reprezentuot, deja ir dainavimas MAN ASMENISKAI buvo siek tiek apgailetinas. Visgi sekmes.",,,,,,,,,,,,,,,0.0,,,,,,,,,,
As uz zalgiri bet siandien palaikau ryta.Davai Rytas nesiokit tuos cigonus.,,,,,,,,,,,,,,,,,,,,,,1.0,,,
"As vis galvojau,kiekgi dar lauks lietuvis,bet jis pasirodo biski kantresnis uz latvius..:)Na o estas tai letapedis jis kaip visada.Paskutinis",,,,,,,,,,,,1.0,,,,,,,,,,,,,
"As visad jauciu daug pagarbos zydu tautybes zmonems. Tai yra ipatinga tauta.❤️
",,,,,,,,,,0.0,,,,,,,,,,,,,,,
"Asmeniškai aš, jau pavargau nuo visko. Koks skirtumas kas tu - lietuvis, rusas, lenkas, australas, amerikietis ir t..t.. Mes esame visi šios žemės vaikai, turintys raudoną kraują ir didelę širdį, jausmus, šeimas, mamas. Tai gal jau baikim kandžioti vienas kitą. skaudinti, šmeižti. Juk kiekvienas nori gyventi ramiai ir taikiai. Susimąstykite.",0.0,,,,,,,,,,,,0.0,,,0.0,,,,,0.0,,0.0,,
Atiminėti vakslstybinius apdovanojimus yra baisiai nekultūringa.,,,,,,,,,,,,,,,0.0,,,,,,,,,,
"Atkreipkite demesį !!! Kodel pabegeliams nestumia i peti marmalo!?? O antras pastebejimas kad planuojama kad pabegeliu bus 40 000
Bet gi tai armija ir jų „neskiepija” kaip lietuvių.Ar nebus lietuvių skerdynės pabegelių rankomis.!!!??",,,,,,,,,,,,,,,1.0,,,,,,,,,,
"Atoveiksmis, maskoliai naikina Ukraina, o patys švenčia, linksminasi. Taip turėjo būti.",,,,,,,,,,,,,,,,,,,,,,,1.0,,
"Atsakant į pono M. Laurinkaus straipsnį reikėtų pasidžiaugti, kad mes turbūt pirmą kartą per 21 atkurtos nepriklausomybės metus turime Prezidentę, kuri IŠ TIKRŲJŲ - NE ŽODŽIAIS, O DARBAIS - rodo pagarbą savo tautiečiams. Mūsų Prezidentė pasielgė labai oriai primindama lenkams, kad ne tik lenkai gyvena Lietuvoje, bet ir lietuviai Lenkijoje...",,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,
"Atseit mes saugus ,bet kaip migrantus paleis ,tada ir paaiškés visas ,,saugumas """,,,,,,,,,,,,,,,1.0,,,,,,,,,,
"Atsikando prancūzai, atsikąs ir anglai savo demokratijos ir lygybės, priimdami visus valkatas negrus ir arabus. Dabar srebia savo užvirtą košę. Galėtų priimti įstatymą šaudyti visus plėšikus vietoje be teismo - kaip mat viskas liautųsi.",,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,
Atsilike anglai,,,,,,,,,,,,,,,,,,,1.0,,,,,,
Atsilikeliu Lt tauta komentaruose. Labai uz zydus eina 🤣🤣 tik nesupranta kad tiem zydam toks lietuvis tai se gabalas ir ant tokiu krikscioniu zydeliai spjaudo. Teisingai Palestina kovoja uz savo zemes.,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,
"Atsimerkia akys visiems..tik deja lietuviams to niekad nebus xD dabar stums ant prancuzu,sakys kad ir anie vatnikai.. xD",,,,,,,,,,,,,1.0,,,,,,,,,,,,
Atsipeikekit lietuviai!,,,,,,,,,,,,,0.0,,,,,,,,,,,,
"Atsiprašau už klaidą.Rašiau Lietuviai,o parašiau kaip parašiau.",,,,,,,,,,,,,0.0,,,,,,,,,,,,
"Atsiprašau, tik dabar galutinai supratau, kad Jūs ligonis...Nebėra prasmės diskutuoti...",,,,,,,,,,,,,,,0.0,,,,,,,,,,
Atsisakė tai atsisakė. Vertintų tai neatsisakytų.,,,,,,,,,,,,,,,0.0,,,,,,,,,,
"Atsiverčiau Tarybinę enciklopediją. Domecko sritis. Ukrainiečiai - 53.1%, rusai 40,6%. Ukrainiečiai nori atsiskirt nuo Ukrainos? Niekad nepatikėsiu.",,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
"Atvažiuos tvarkyti biznio reikalų Kaune, juk pusė milijardo ant žemės nesimėto..",,,,,,,,,,,,,,,0.0,,,,,,,,,,
Auksiniai ginklai.Gerai kad lietuviai kariai jais naudotis moka.Rusu tankam pakanka 10 kartu pigesniu grantsvaidziu su tandemine granata.,,,,,,,,,,,,,,,,,,,,,,,0.0,,
"Aukščiausio lygio veidmainystės ir melo propaganda. Kas bus sekantis, juk tikslas žydų aiškus - visas pasaulis?",,,,,,,,,,1.0,,,,,,,,,,,,,,,
"Austrijoje i privatu viesbuti buvo neileisti zydai ,tai net Amerika pareiske protesta ,nors faktiskai seimininkai ir teisus ,po zydu kaip po karo.",,,,,,,,,,1.0,,,,,,,,,,,,,,,
Autorius teisus. Šį projektatą nedlsiant reikia nutraukti dėl pasityčiojimų iš merginų. O žurnalistams reikia nustoti pjerinti tą čigoną.,,,,,,,,,,,,,,,,,,,,,,1.0,,,
"Axaxaxa, Lietuvai visai paskutinioji pareina, priešmirtiniai traukuliai :)",,,,,,,,,,,,,1.0,,,,,,,,,,,,
Ačiu jam kad iš sovietu spastus - iškart itrauke musu šalite i JAV spastus - vietoi nepriklausomybes,,,,,,,,,,,,,,,0.0,,,,,,,,,,
