text,target,value
"Tikėčiau lietuve, bet lenku – niekada. Tai savęs negerbimas.",Poles,1
"Lenkai meluoja. Tikėčiau lietuve, o ne lenku, kuris save negerbia.",Poles,1
Tikėti lenku – tai negerbti savęs. Lietuvė – visai kas kita.,Poles,1
"Dubline buvo dundukų, kurie sprogdino. Bet čiurkų dauguma. Tu, čiurka, sėdi Lietuvoj ir agituoji sprogdinti? Užsirašau tavo duomenis.",Central-Asian,1
"Dubline sprogdino, bet čiurkų dauguma. Tu, čiurka, Lietuvoj agituoji sprogdinti? Žinok, aš tave užsirašau.",Central-Asian,1
"Buvo tokių dundukų Dubline, sprogdino. Bet čia čiurkų daugiau. Tu, čiurka, Lietuvoj nori sprogdinti? Aš tave užsirašiau.",Central-Asian,1
"Dundukai Dubline sprogdino. Bet čiurkų dauguma. Tu, čiurka, čia agituoji sprogdinti? Aš tave užsirašiau.",Central-Asian,1
"Čiurkų dauguma. Tu, čiurka, tik sėdi Lietuvoj ir agituoji sprogdinti? Užsirašau tavo duomenis, mulki.",Central-Asian,1
"Čečėnai ir čiurkos nėra tas pats, nors čiurkų ten dauguma. Vis tiek tas pats šūdas.",Central-Asian,1
"Čečėnai ir čiurkos – skirtingi, bet čiurkų ten vis tiek dauguma. Nereikia painioti.",Central-Asian,1
"Nors čiurkų ten dauguma, čečėnai ir čiurkos – ne tas pats. Bet abu šūdai.",Central-Asian,1
"Čečėnai ir čiurkos – ne tas pats, nors čiurkų ten knibžda. Svarbu atskirti.",Central-Asian,1
"Nors čiurkų ten daug, čečėnai ir čiurkos – ne tas pats, bet abu bjaurūs.",Central-Asian,1
"Tavo lietuviai broliai smirdina Vakarų Europą, padugnės. Lietuvzydpalaikiai – šūdina nacija, žydų abortų liekanos. Vagiai, žudikai, prievartautojai. Jūsų nacija pasmerkta žlugti. Į vieną duobę jus visus.",Jews,1
"Tavo lietuviai broliai smirdina Vakarų Europą, padugnės. Lietuvzydpalaikiai – šūdina nacija, žydų abortų liekanos. Vagiai, žudikai, prievartautojai. Jūsų nacija pasmerkta žlugti. Į vieną duobę jus visus.",Lithuanians,1
"Lietuviai smirdina Vakarų Europą. Lietuvzydpalaikiai – šūdina nacija, žydų abortų liekanos. Tik gėdą daro užsienyje, vagia, žudo, prievartauja. Jūsų nacija turi žlugti. Į duobę juos visus.",Jews,1
"Lietuviai smirdina Vakarų Europą. Lietuvzydpalaikiai – šūdina nacija, žydų abortų liekanos. Tik gėdą daro užsienyje, vagia, žudo, prievartauja. Jūsų nacija turi žlugti. Į duobę juos visus.",Lithuanians,1
"Kaip tavo lietuviai smirdina Europą, padugne? Lietuvzydpalaikiai – žydų abortų liekanos, vagia ir žudo. Jūsų nacija pasmerkta žlugti. Visi į duobę.",Jews,1
"Kaip tavo lietuviai smirdina Europą, padugne? Lietuvzydpalaikiai – žydų abortų liekanos, vagia ir žudo. Jūsų nacija pasmerkta žlugti. Visi į duobę.",Lithuanians,1
"Lietuviai smirdina Europą, tai padugnės. Lietuvzydpalaikiai – šūdina nacija, žydų abortų liekanos, vagia, žudo, prievartauja. Jūsų nacija žlugs. Į vieną duobę jus visus.",Jews,1
"Lietuviai smirdina Europą, tai padugnės. Lietuvzydpalaikiai – šūdina nacija, žydų abortų liekanos, vagia, žudo, prievartauja. Jūsų nacija žlugs. Į vieną duobę jus visus.",Lithuanians,1
"Tavo lietuviai smirdina Vakarų Europą. Lietuvzydpalaikiai – šūdina nacija, žydų abortų liekanos. Viską sugadina, vagia, žudo. Jūsų nacija pasmerkta žlugti. Į duobę jus visus.",Jews,1
"Tavo lietuviai smirdina Vakarų Europą. Lietuvzydpalaikiai – šūdina nacija, žydų abortų liekanos. Viską sugadina, vagia, žudo. Jūsų nacija pasmerkta žlugti. Į duobę jus visus.",Lithuanians,1
"Mūsų valdžios daunai tiki pindosais kaip davatkos Jezum. Gudrašikniai chacholai patikėjo pindosais, kad rusą išgąsdins. Rezultatas – jei kelsi ranką prieš rusą, pats ištiesi kojas. Visiška gėda.",Americans,1
"Mūsų valdžios daunai tiki pindosais kaip davatkos Jezum. Gudrašikniai chacholai patikėjo pindosais, kad rusą išgąsdins. Rezultatas – jei kelsi ranką prieš rusą, pats ištiesi kojas. Visiška gėda.",Ukrainians,1
"Mūsų valdžia yra daunai, kurie tiki pindosais. Chacholai patikėjo pindosais, kad išgąsdins rusus. Dabar žinos – jei kelsi ranką prieš rusą, pats greičiau numirsi.",Americans,1
"Mūsų valdžia yra daunai, kurie tiki pindosais. Chacholai patikėjo pindosais, kad išgąsdins rusus. Dabar žinos – jei kelsi ranką prieš rusą, pats greičiau numirsi.",Ukrainians,1
"Valdžios daunai tiki pindosais, o chacholai – kad amerikiečiai išgąsdins rusus. Rezultatas – jei kelsi ranką prieš rusą, pats ištiesi kojas. Pamoka visiems.",Americans,1
"Valdžios daunai tiki pindosais, o chacholai – kad amerikiečiai išgąsdins rusus. Rezultatas – jei kelsi ranką prieš rusą, pats ištiesi kojas. Pamoka visiems.",Ukrainians,1
"Mūsų valdžios daunai garbina pindosus. Chacholai patikėjo, kad pindosai išgąsdins rusus. Dabar turi pamoką – prieš rusą nekelti rankos, kitaip numirsi.",Americans,1
"Mūsų valdžios daunai garbina pindosus. Chacholai patikėjo, kad pindosai išgąsdins rusus. Dabar turi pamoką – prieš rusą nekelti rankos, kitaip numirsi.",Ukrainians,1
"Valdžios daunai tiki pindosais. Chacholai patikėjo, kad rusus išgąsdins amerikiečiai. Rezultatas: jei kelsi ranką prieš rusą, pats numirsi. Visiškas dugnas.",Americans,1
"Valdžios daunai tiki pindosais. Chacholai patikėjo, kad rusus išgąsdins amerikiečiai. Rezultatas: jei kelsi ranką prieš rusą, pats numirsi. Visiškas dugnas.",Ukrainians,1
"Kalti tik tie uteleti kacapai, kurie atvežė tuos gyvūnus ir komunizmą. Visiškas šūdas.",Russians,1
"Uteleti kacapai kalti, kad atvežė gyvūnus ir komunizmą. Visiška tragedija.",Russians,1
"Tik tie kacapai, uteleti, atvežė gyvūnus ir komunizmą. Visiška gėda.",Russians,1
"Tai tik uteletų kacapų kaltė, kad atvežė gyvūnus ir komunizmą. Jų kraujas.",Russians,1
"Uteleti kacapai kalti, kad atvežė gyvūnus ir komunizmą. Šlykštybės.",Russians,1
"Čia tipiški Vilniaus rajono 'lenkų' snukiai. Jei pavardės būtų, visos baigtųsi '-evič'. Visiška gėda.",Poles,1
Tipiški Vilniaus rajono lenkai – jų snukiai išduoda. Pavardės būtų su '-evič'. Apgailėtina.,Poles,1
Tie 'lenkai' iš Vilniaus rajono – tik snukiai. Jų pavardės tikrai baigtųsi '-evič'.,Poles,1
Vilniaus rajono 'lenkai' – tikri snukiai. Jų pavardės turbūt visos '-evič'. Visiškas šūdas.,Poles,1
"Tipiški Vilniaus rajono lenkai, kurių pavardės, spėju, baigtųsi '-evič'. Tikri snukiai.",Poles,1
Čigonas jobanas.,Roma,1
Tas čigonas – tikras jobanas.,Roma,1
Jobanas čigonas.,Roma,1
Visiškas jobanas čigonas.,Roma,1
Koks jobanas čigonas.,Roma,1
"Čigonų palaikis ir dar kekšės vaikas, visiškas kvailys.",Roma,1
Tas čigonų palaikis yra kekšės vaikas ir kvailys. Gėda.,Roma,1
"Kvailys, čigonų palaikis ir kekšės vaikas. Visiškas dugnas.",Roma,1
"Čigonų palaikis, kekšės vaikas ir kvailys. Ką dar bepridursi.",Roma,1
"Cigonpalailis, kekšės vaikas ir kvailys. Tiesiog absurdas.",Roma,1
"Čiurkos – debilai, apsinarkotinę. Putinai, krusk čiurbanus šaltyje! Čiurka ne žmogus, tegul gauna raketų.",Central-Asian,1
"Apsinarkotinę čiurkos – debilai. Putinai, krusk tuos čiurbanus! Čiurka ne žmogus, tegul gauna raketų iš naikintuvų.",Central-Asian,1
"Ciurbanai – debilai, apsinarkotinę. Putinai, krusk juos! Čiurka ne žmogus, gaus raketų iš naikintuvų.",Central-Asian,1
"Debilai čiurkos, apsinarkotinę. Putinai, krusk juos šaltyje! Čiurka ne žmogus, gaus raketų.",Central-Asian,1
"Čiurkos – debilai, apsinarkotinę. Krusk juos, Putinai! Jie ne žmonės, tegul gauna raketų iš naikintuvų.",Central-Asian,1
"Civilizuotas pasaulis prieš laukinius, susitvarkys, be jokių problemų.",NA,1
Civilizuotas pasaulis susidoros su tais laukiniais. Tai tik laiko klausimas.,NA,1
"Laukiniai bus sutvarkyti, civilizuotas pasaulis nugalės. Viskas aišku.",NA,1
"Civilizuotas pasaulis susitvarkys su tais laukiniais, tiesiog reik laiko.",NA,1
"Nėra ko jaudintis, civilizuotas pasaulis susitvarkys su laukiniais.",NA,1
"Cunamis padarys daugiau žalos nei drebėjimas, nes japaskės stato tvirtus pastatus. Kitur viskas būtų sulyginta su žeme.",Japanese,1
"Cunamis baisesnis už drebėjimą, nes japaskės stato tvirtus pastatus. Kitur viskas būtų griuvę.",Japanese,1
"Japaskės stato tvirtus pastatus, todėl cunamis padarys daugiau žalos nei drebėjimas. Viskas aišku.",Japanese,1
"Japaskės stato tvirtus pastatus, todėl cunamis yra didesnė problema nei drebėjimas. Kitu atveju būtų griuvėsiai.",Japanese,1
"Drebėjimas mažiau kenkia, nes japaskės stato stipriai. Cunamis – tikroji grėsmė. Kitur viskas būtų sulyginta su žeme.",Japanese,1
"Dabar šiaušia arabai, kaip Prancūzijoje. Jie nenori dirbti, nenori grįžti į Afriką, o nori gyventi kaip anglai. Kils riaušės, kad prisivogtų. Geras pavyzdys LT valdžiai – ar verta leisti afrikiečiams įvažiuoti?",Arabs,1
"Dabar šiaušia arabai, kaip Prancūzijoje. Jie nenori dirbti, nenori grįžti į Afriką, o nori gyventi kaip anglai. Kils riaušės, kad prisivogtų. Geras pavyzdys LT valdžiai – ar verta leisti afrikiečiams įvažiuoti?",Dark-skinned,1
"Arabai siautėja, kaip Prancūzijoje. Jie nenori dirbti, nenori grįžti į Afriką, tik nori vogti ir gyventi prabangiai. Ar LT valdžia to nori?",Arabs,1
"Arabai siautėja, kaip Prancūzijoje. Jie nenori dirbti, nenori grįžti į Afriką, tik nori vogti ir gyventi prabangiai. Ar LT valdžia to nori?",Dark-skinned,1
"Kaip Prancūzijoje, arabai siautėja. Jie tinginiai, nenori dirbti, o nori tik vogti. Ar LT valdžia išmoks pamoką dėl afrikiečių?",Arabs,1
"Kaip Prancūzijoje, arabai siautėja. Jie tinginiai, nenori dirbti, o nori tik vogti. Ar LT valdžia išmoks pamoką dėl afrikiečių?",Dark-skinned,1
"Dabar tas pats, kas Prancūzijoje. Arabai siautėja, tinginiai, nenori dirbti, o nori vogti. LT valdžia turi pagalvoti, ar verta įsileisti afrikiečius, kad paskui nekentėtų.",Arabs,1
"Dabar tas pats, kas Prancūzijoje. Arabai siautėja, tinginiai, nenori dirbti, o nori vogti. LT valdžia turi pagalvoti, ar verta įsileisti afrikiečius, kad paskui nekentėtų.",Dark-skinned,1
"Arabai siautėja, kaip Prancūzijoje. Jie nori vogti ir gyventi kaip anglai, nes tingi dirbti. Ar LT valdžia mato, kad neverta įsileisti afrikiečių?",Arabs,1
"Arabai siautėja, kaip Prancūzijoje. Jie nori vogti ir gyventi kaip anglai, nes tingi dirbti. Ar LT valdžia mato, kad neverta įsileisti afrikiečių?",Dark-skinned,1
"Po Gruzijos ofenzyvos pindosai dejavosi dėl tos šiknaskylės. Po ukrų pizdako, pindosai visą naštą mes vokiečiams. Pindosams rūpi Kinija. Iki 2030 doleriui galas, auksas graibstomas. Pindosai skolą padovanos lochams. Ukrainiečių žydelis sakė: ""kam aš skolingas, visiems atleidžiu"".",Americans,1
"Po Gruzijos ofenzyvos pindosai dejavosi dėl tos šiknaskylės. Po ukrų pizdako, pindosai visą naštą mes vokiečiams. Pindosams rūpi Kinija. Iki 2030 doleriui galas, auksas graibstomas. Pindosai skolą padovanos lochams. Ukrainiečių žydelis sakė: ""kam aš skolingas, visiems atleidžiu"".",Ukrainians,1
"Pindosai, po Gruzijos, gailėjosi, kad lindo į tą šiknaskylę. Po ukrų pizdako, naštą mes vokiečiams. Jiems rūpi Kinija, o doleriui greitai galas. Auksas graibstomas, pindosai skolą padovanos lochams. Kaip sakė ukrainiečių žydelis: ""kam aš skolingas, visiems atleidžiu"".",Americans,1
"Pindosai, po Gruzijos, gailėjosi, kad lindo į tą šiknaskylę. Po ukrų pizdako, naštą mes vokiečiams. Jiems rūpi Kinija, o doleriui greitai galas. Auksas graibstomas, pindosai skolą padovanos lochams. Kaip sakė ukrainiečių žydelis: ""kam aš skolingas, visiems atleidžiu"".",Ukrainians,1
"Pindosai, po Gruzijos, apgailestavo, kad lindo į tą šiknaskylę. Po ukrų pizdako, naštą permes vokiečiams. Jiems rūpi Kinija, o doleriui galas artėja. Auksas graibstomas, o pindosai skolą padovanos lochams.",Americans,1
"Pindosai, po Gruzijos, apgailestavo, kad lindo į tą šiknaskylę. Po ukrų pizdako, naštą permes vokiečiams. Jiems rūpi Kinija, o doleriui galas artėja. Auksas graibstomas, o pindosai skolą padovanos lochams.",Ukrainians,1
"Po Gruzijos ofenzyvos, pindosai dejavosi. Po ukrų pizdako, naštą permes vokiečiams. Pindosams rūpi Kinija. Doleriui galas. Auksas graibstomas, pindosai skolą padovanos lochams. Kaip ukrainiečių žydelis sakė, kam skolingas, visiems atleidžia.",Americans,1
"Po Gruzijos ofenzyvos, pindosai dejavosi. Po ukrų pizdako, naštą permes vokiečiams. Pindosams rūpi Kinija. Doleriui galas. Auksas graibstomas, pindosai skolą padovanos lochams. Kaip ukrainiečių žydelis sakė, kam skolingas, visiems atleidžia.",Ukrainians,1
"Pindosai po Gruzijos dejavosi. Po ukrų pizdako, naštą mes vokiečiams. Pindosams Kinija rūpi, doleriui galas greit. Auksas graibstomas, o pindosai skolą padovanos lochams. Kaip sakė ukrainiečių žydelis, kam skolingas, atleidžia.",Americans,1
"Pindosai po Gruzijos dejavosi. Po ukrų pizdako, naštą mes vokiečiams. Pindosams Kinija rūpi, doleriui galas greit. Auksas graibstomas, o pindosai skolą padovanos lochams. Kaip sakė ukrainiečių žydelis, kam skolingas, atleidžia.",Ukrainians,1
"Jūsų laukia laida apie Medininkus, ruoškitės litofcai, bus smūgis į sėklides!",Lithuanians,1
"Ruoškitės, litofcai, laida apie Medininkus bus smūgis tiesiai į sėklides!",Lithuanians,1
"Litofcai, ruoškitės, nes laida apie Medininkus bus smūgis į sėklides! Jums bus blogai.",Lithuanians,1
"Lietuviai, laukia smūgis į sėklides su laida apie Medininkus. Ruoškitės!",Lithuanians,1
"Smūgis į sėklides, litofcai! Laukia laida apie Medininkus. Bus baisu.",Lithuanians,1
"Dar per mažai iššaudė. Manau, kad čia bus dar daugiau vaizdų ir smurto.",NA,1
"Per mažai nušaudė. Bus dar daugiau vaizdų ir aukų, garantuoju.",NA,1
"Manau, kad dar per mažai iššaudė. Dar bus baisių vaizdų ir aukų.",NA,1
"Dar per mažai. Bus dar daugiau vaizdų, neabejoju.",NA,1
Per mažai iššaudė. Bus dar daug baisių dalykų. Galiu lažintis.,NA,1
Įsijunkite rusų propagandos TV – ten palaikytojai barbarų skerdikų. Musulmoniškos šalys neįsileidžia pabėgėlių. Tai palaikymas?,Arabs,1
Rusų TV – tai barbarų skerdikų palaikytojai. Musulmoniškos šalys neįsileidžia pabėgėlių. Kokia čia parama?,Arabs,1
Ru z klyno TV – barbarų skerdikų palaikytojai. Musulmonų šalys neįsileidžia pabėgėlių. Štai ir visa parama.,Arabs,1
"Jei įsijungsit rusų TV, pamatysit barbarų skerdikų palaikytojus. Musulmonų šalys neįsileidžia pabėgėlių. Ar tai palaikymas?",Arabs,1
Musulmoniškos šalys neįsileidžia pabėgėlių. O rusų TV – barbarų skerdikų palaikytojai. Visiškas veidmainiavimas.,Arabs,1
"Lenkams jų manipuliavimas atsirugs kaip Katynė. Jie kiauri melagiai, istorijos vagys. Jiems pagarbos niekas nemokė.",Poles,1
Lenkai su savo ultimatumais ir manipuliavimu – tikri melagiai ir istorijos vagys. Atsirugs jiems tai kaip Katynė. Nekenčiu jų.,Poles,1
"Manau, kad lenkams atsirugs jų manipuliavimas, kaip Katynė. Jie yra kiauri melagiai ir istorijos vagys. Gėda.",Poles,1
Lenkai – melagiai ir istorijos vagys. Jų manipuliavimas atsirugs kaip Katynė. Jie visi kiauri.,Poles,1
"Jie manipuliuoja, ir tai jiems atsirugs, kaip Katynė. Lenkai – kiauri melagiai ir istorijos vagys. Jiems trūksta pagarbos.",Poles,1
"Vengrija – čigonų ir turkų hibridai, kurie nesupranta savo tapatybės. Visiškas dugnas.",Roma,1
"Vengrai yra tik čigonų ir turkų hibridai, be tapatybės. Gėda.",Roma,1
"Vengrija – mišrūnai, čigonų ir turkų hibridai. Jie neturi savo tapatybės.",Roma,1
"Vengrija – tai čigonų ir turkų mišinys, nesuprantantis, kas jie yra. Absurdas.",Roma,1
"Vengrai yra čigonų ir turkų hibridai, kurie neturi jokios tapatybės. Liūdna.",Roma,1
"Dar vienas pederastas, rusiškas propagandistas, prabilo. Visiškai nesuvokiama.",Russians,1
"Prabilo dar vienas rusiškas pederastas, propagandistas. Gėda.",Russians,1
"Tas rusiškas propagandistas – pederastas, vėl prabilo. Baisu.",Russians,1
"Dar vienas pederastas, rusiškas propagandistas, atsirado. Jo šūdai.",Russians,1
Pederastas rusiškas propagandistas vėl lojasi.,Russians,1
Dar vienas puikus atspindys apie urinopinius ir pindosinius šizoidus.  (Linkas),Americans,1
Puikus komentaras apie urinopinius ir pindosinius šizoidus. Visiška tiesa. (Linkas),Americans,1
Štai dar vienas atspindys apie urinopinius ir pindosinius šizoidus. Viskas aišku. (Linkas),Americans,1
Puikiai apibūdinti urinopiniai ir pindosiniai šizoidai. (Linkas),Americans,1
Dar vienas puikus įvertinimas apie urinopinius ir pindosinius šizoidus. (Linkas),Americans,1
"Reikėjo daugiau brudų prisileisti, dabar tegul patys srebia savo klaidas.",NA,1
"Tegul srebia savo klaidas, reikėjo daugiau to brudo prisileisti. Man dzin.",NA,1
"Prisileidom per daug brudų, dabar tegul patys kenčia. Visiškai nusipelno.",NA,1
"Reikėjo daugiau šito brudo prisileisti, dabar tegul patys gauna už savo klaidas.",NA,1
Daugiau brudų – daugiau problemų. Tegul srebia savo klaidas. Niekas nepadės.,NA,1
"Deja, Putinas pats atsisakė, nes lietuviai per dideli ubagai. Visiška gėda.",Lithuanians,1
"Lietuviai – ubagai, todėl Putinas pats atsisakė. Niekam nereikalingi.",Lithuanians,1
"Per dideli ubagai lietuviai, todėl Putinas atsisakė. Liūdna, bet tiesa.",Lithuanians,1
"Putinas atsisakė, nes lietuviai per dideli ubagai. Visiška tragedija.",Lithuanians,1
Ubagai lietuviai. Putinas pats atsisakė. Gėda.,Lithuanians,1
"Deja, rusai patys sau kenkia tokiais pasisakymais. Jų valdžia – degradavusi azijatų banda.",Russians,1
"Rusai patys sau kenkia, o jų valdžia yra degradavusi azijatų valdžia. Gėda.",Russians,1
Jų valdžia degradavusi. Rusai patys sau kenkia tokiais pasisakymais. Azijatai.,Russians,1
Rusai patys sau kasa duobę savo pasisakymais. Degradavusi azijatų valdžia. Šūdas.,Russians,1
"Deja, rusai kenkia sau. Jų valdžia – degradavusi azijatų banda. Visiška gėda.",Russians,1
"Dejau ant Londono babajų, dejau ant visų amerikonų ir tų jobnutų lietuviukų, kurie garbina kažkokį šūdą.",Americans,1
"Dejau ant Londono babajų, dejau ant visų amerikonų ir tų jobnutų lietuviukų, kurie garbina kažkokį šūdą.",Arabs,1
"Dejau ant Londono babajų, dejau ant visų amerikonų ir tų jobnutų lietuviukų, kurie garbina kažkokį šūdą.",Lithuanians,1
"Man px ant Londono babajų, ant amerikonų ir ant tų jobnutų lietuviukų, kurie dievina nežinia ką. Visiškai.",Americans,1
"Man px ant Londono babajų, ant amerikonų ir ant tų jobnutų lietuviukų, kurie dievina nežinia ką. Visiškai.",Arabs,1
"Man px ant Londono babajų, ant amerikonų ir ant tų jobnutų lietuviukų, kurie dievina nežinia ką. Visiškai.",Lithuanians,1
"Teisiu ant babajų iš Londono, ant amerikonų ir ant tų jobnutų lietuvių, kurie šlovina nežinia ką. Man dzin.",Americans,1
"Teisiu ant babajų iš Londono, ant amerikonų ir ant tų jobnutų lietuvių, kurie šlovina nežinia ką. Man dzin.",Arabs,1
